Purchaser State,Purchaser City,Purchaser Zip,Booking Window,# of Guest Days
New York,NEW YORK,10025,02 Days,6
New York,NEW YORK,10025,03 Days,1
New York,NEW YORK,10025,04-7 Days,14
New York,NEW YORK,10025,08-14 Days,18
New York,NEW YORK,10025,15+ Days,17
New York,NEW YORK,10026,02 Days,8
New York,NEW YORK,10026,08-14 Days,3
New York,NEW YORK,10027,08-14 Days,3
New York,NEW YORK,10027,15+ Days,6
New York,NEW YORK,10028,04-7 Days,17
New York,NEW YORK,10028,08-14 Days,6
New York,NEW YORK,10028,15+ Days,24
New York,NEW YORK ,10028,15+ Days,2
New York,NEW YORK,10029,03 Days,1
New York,NEW YORK,10029,04-7 Days,2
New York,NEW YORK,10029,08-14 Days,2
New York,NEW YORK,10030,15+ Days,4
New York,NEW YORK,10032,02 Days,1
New York,NEW YORK,10033,02 Days,2
New York,NEW YORK,10033,03 Days,1
New York,NEW YORK,10033,04-7 Days,1
New York,NEW YORK,10036,15+ Days,3
New York,NY,10036,08-14 Days,3
New York,NEW YORK,10038,04-7 Days,2
New York,NEW YORK,10044,15+ Days,3
New York,NEW YORK,10065,02 Days,3
New York,NEW YORK,10065,04-7 Days,8
New York,NEW YORK,10065,08-14 Days,2
New York,NEW YORK,10065,15+ Days,4
New York,NEW YORK,10069,04-7 Days,6
New York,NEW YORK,10075,03 Days,5
New York,NEW YORK,10075,04-7 Days,6
New York,NEW YORK,10075,08-14 Days,13
New York,NEW YORK,10075,15+ Days,9
New York,NY,10116,15+ Days,9
New York,NEW YORK,10120,03 Days,1
New York,NEW YORK,10120,04-7 Days,1
New York,NEW YORK,10128,02 Days,1
New York,NEW YORK,10128,03 Days,4
New York,NEW YORK,10128,04-7 Days,3
New York,NEW YORK,10128,08-14 Days,11
New York,NEW YORK,10128,15+ Days,6
New York,NEW YORK.,10128,02 Days,6
New York,NEW YORK,10150,04-7 Days,1
New York,NEW YORK,10167,04-7 Days,2
New York,NEW YORK,10168,08-14 Days,8
New York,NEW YORK,10280,03 Days,10
New York,NEW YORK,10280,15+ Days,15
New York,NEW YORK,10282,08-14 Days,8
New York,STATEN ISLAND,10301,02 Days,2
New York,STATEN ISLAND,10305,08-14 Days,1
New York,STATEN ISLAND,10312,01 Day,13
New York,STATEN ISLAND,10312,15+ Days,3
New York,STATEN ISLAND,10314,08-14 Days,1
New York,STATEN ISLAND,10314,15+ Days,3
New York,BRONX,10453,03 Days,1
New York,BRONX,10458,03 Days,1
New York,BRONX,10463,04-7 Days,2
New York,BRONX,10463,08-14 Days,4
New York,BRONX,10463,15+ Days,6
New York,BRONX,10465,02 Days,3
New York,BRONX,10465,08-14 Days,2
New York,BRONX,10471,02 Days,3
New York,BRONX,10471,15+ Days,6
New York,RIVERDALE,10471,02 Days,6
New York,RIVERDALE,10471,15+ Days,6
New York,ARMONK,10504,08-14 Days,9
New York,BREWSTER,10509,15+ Days,9
New York,BRIARCLIFF,10510,04-7 Days,2
New York,BRIARCLIFF MANOR,10510,02 Days,2
New York,CHAPPAQUA,10514,08-14 Days,15
New York,DOBBS FERRY,10522,15+ Days,6
New York,HARTSDALE,10530,04-7 Days,3
New York,HARTSDALE,10530,08-14 Days,7
New York,IRVINGTON,10533,04-7 Days,4
New York,IRVINGTON,10533,15+ Days,12
New York,KATONAH,10536,08-14 Days,11
New York,LARCHMONT,10538,04-7 Days,3
New York,LARCHMONT,10538,08-14 Days,5
New York,MAMARONECK,10543,02 Days,1
New York,MAMARONECK,10543,04-7 Days,1
New York,MT. KISCO,10549,04-7 Days,3
New York,RYE BROOK,10573,03 Days,2
New York,PURCHASE,10577,08-14 Days,9
New York,NEW YORK,10580,03 Days,1
New York,RYE,10580,03 Days,2
New York,RYE,10580,08-14 Days,12
New York,RYE,10580,15+ Days,6
New York,SCARSDALE,10583,03 Days,2
New York,SCARSDALE,10583,04-7 Days,1
New York,SCARSDALE,10583,08-14 Days,2
New York,SCARSDALE,10583,15+ Days,11
New York,SOUTH SALEM,10590,15+ Days,6
New York,TARRYTOWN,10591,15+ Days,6
New York,WEST HARRISON,10604,08-14 Days,1
New York,WHITE PLAINS,10605,03 Days,6
New York,WHITE PLAINS,10605,04-7 Days,2
New York,WHITE PLAINS,10605,08-14 Days,1
New York,NEW ROCHELLE,10804,15+ Days,3
New York,MONTEBELLO,10901,02 Days,1
New York,MONTEBELLO,10901,04-7 Days,4
New York,SUFFERN,10901,15+ Days,3
New York,CONGERS,10920,04-7 Days,1
New York,MIDDLETOWN,10940,15+ Days,2
New York,MONSEY,10952,04-7 Days,12
New York,VALLEY COTTAGE,10989,08-14 Days,6
New York,WEST NYACK,10994,15+ Days,6
Alberta,MEXICO,11000,08-14 Days,15
New York,FLORAL PARK,11001,03 Days,3
New York,FLORAL PARK,11001,04-7 Days,3
New York,FLORAL PARK,11001,15+ Days,6
New York,GLEN OAKS,11004,02 Days,2
New York,GLEN OAKS,11004,03 Days,1
New York,GREAT NECK,11020,15+ Days,2
New York,GREAT NECK,11021,03 Days,1
New York,GREAT NECK,11021,15+ Days,6
New York,GREAT NECK,11024,02 Days,4
New York,GREAT NECK,11024,03 Days,4
New York,GREAT NECK,11024,04-7 Days,1
New York,NEW HYDE PARK,11040,04-7 Days,6
New York,NEW HYDE PARK,11040,08-14 Days,2
New York,PORT WASHINGTON,11050,03 Days,2
New York,LONG ISLAND CITY,11101,04-7 Days,4
New York,ASTORIA,11102,03 Days,1
New York,ASTORIA,11103,08-14 Days,3
New York,LONG ISLAND CITY,11103,15+ Days,1
New York,SUNNYSIDE,11104,02 Days,3
New York,ASTORIA,11105,03 Days,6
New York,ASTORIA,11105,04-7 Days,6
New York,LONG ISLAND CITY,11109,15+ Days,3
New York,BROOKLYN,11201,02 Days,6
New York,BROOKLYN,11201,15+ Days,12
New York,BROOKLYN,11204,15+ Days,2
New York,BROOKLYN,11209,04-7 Days,2
New York,BROOKLYN,11209,08-14 Days,4
New York,BROOKLYN,11209,15+ Days,2
New York,BROOKLYN ,11209,04-7 Days,2
New York,BROOKLYN,11211,03 Days,1
New York,BROOKLYN,11211,04-7 Days,6
New York,BROOKLYN,11215,02 Days,5
New York,BROOKLYN,11215,04-7 Days,4
New York,BROOKLYN,11215,15+ Days,10
New York,BROOKLYN,11216,04-7 Days,4
New York,BROOKLYN,11216,15+ Days,4
New York,BKLYN,11217,02 Days,1
New York,BROOKLYN,11217,04-7 Days,4
New York,BROOKLYN,11217,15+ Days,3
New York,BROOKLYN,11218,02 Days,2
New York,BROOKLYN,11219,15+ Days,3
New York,BROOKLYN,11222,15+ Days,11
New York,BROOKLYN,11223,04-7 Days,2
New York,NY,11224,02 Days,1
New York,NY,11224,03 Days,3
New York,NY,11224,08-14 Days,2
New York,BROOKLYN,11225,03 Days,1
New York,BROOKLYN,11225,08-14 Days,1
New York,BROOKLYN,11228,02 Days,2
New York,BROOKLYN,11229,15+ Days,10
New York,BROOKLYN,11230,02 Days,1
New York,BROOKLYN,11231,02 Days,2
New York,BROOKLYN,11231,03 Days,2
New York,BROOKLYN,11231,04-7 Days,3
New York,NEW YORK,11231,03 Days,2
New York,BROOKLYN,11233,02 Days,3
New York,BROOKLYN,11235,08-14 Days,2
New York,BROOKLYN,11237,04-7 Days,1
New York,BROOKLYN,11238,08-14 Days,2
New York,BROOKLYN,11238,15+ Days,18
New York,BROOKLYN,11249,02 Days,3
New York,FLUSHING,11354,08-14 Days,6
New York,FLUSHING,11355,03 Days,3
New York,FLUSHING,11358,08-14 Days,1
New York,BAYSIDE,11360,02 Days,3
New York,BAYSIDE,11361,04-7 Days,1
New York,BAYSIDE,11361,08-14 Days,2
New York,LITTLE NECK,11362,15+ Days,7
New York,FRESH MEADOWS,11366,03 Days,1
New York,FRESH MEADOWS,11366,15+ Days,1
New York,ELMHURST,11373,08-14 Days,1
New York,ELMHURST,11373,15+ Days,4
New York,NY,11374,15+ Days,9
New York,FOREST HILLS,11375,02 Days,3
New York,FOREST HILLS,11375,03 Days,8
New York,FOREST HILLS,11375,04-7 Days,11
New York,FOREST HILLS,11375,08-14 Days,4
New York,FOREST HILLS,11375,15+ Days,16
New York,MASPETH,11378,04-7 Days,1
New York,MIDDLE VILLAGE,11379,02 Days,2
New York,MIDDLE VILLAGE,11379,04-7 Days,1
New York,NEW YORK,11379,02 Days,3
New York,GLENDALE,11385,15+ Days,2
New York,RIDGEWOOD,11385,04-7 Days,4
New York,LAURELTON,11413,04-7 Days,3
New York,KEW GARDENS,11415,15+ Days,1
New York,OZONE PAR5,11417,15+ Days,1
New York,RICHMOND HILL,11418,15+ Days,6
New York,HOLLIS,11423,02 Days,2
New York,BELLEROSE,11426,15+ Days,12
New York,JAMAICA,11432,02 Days,4
New York,JAMAICA,11432,03 Days,2
New York,JAMAICA,11435,15+ Days,2
New York,ALBERTSON,11507,02 Days,14
New York,GLEN COVE,11542,01 Day,6
New York,LAWRENCE,11559,03 Days,3
New York,LAWRENCE,11559,08-14 Days,3
New York,LONG BEACH,11561,15+ Days,2
New York,MERRICK,11566,08-14 Days,6
New York,ROCKVILLE CENTRE,11570,04-7 Days,9
New York,ROCKVILLE CENTRE,11570,08-14 Days,3
New York,ROCKVILLE CENTRE,11570,15+ Days,3
New York,OCEANSIDE,11572,04-7 Days,3
New York,ROSLYN ESTATES,11576,04-7 Days,1
New York,VALLEY STREAM,11580,04-7 Days,3
New York,VALLEY STREAM,11580,15+ Days,2
New York,WOODMERE,11598,02 Days,2
New York,WOODMERE,11598,04-7 Days,2
New York,FAR ROCKAWAY,11691,08-14 Days,4
New York,ROCKAWAY POINT,11697,04-7 Days,2
Alberta,MEXICO,11700,02 Days,6
Alberta,MEXICO,11700,03 Days,6
New York,BAY SHORE,11706,03 Days,1
New York,BAY SHORE,11706,04-7 Days,1
New York,BELLMORE,11710,08-14 Days,4
New York,CENTRAL ISLIP,11722,15+ Days,6
New York,COLD SPRING HARBOR,11724,08-14 Days,8
New York,COMMACK,11725,04-7 Days,3
New York,COMMACK,11725,15+ Days,6
New York,COPIAGUE,11726,15+ Days,2
New York,EAST ISLIP,11730,02 Days,1
New York,EAST ISLIP,11730,08-14 Days,1
New York,EAST ISLIP,11730,15+ Days,17
New York,EAST SETAUKET,11733,04-7 Days,1
New York,FARMINGDALE,11735,15+ Days,8
New York,FARMINGVILLE,11738,04-7 Days,6
New York,GREENLAWN,11740,02 Days,5
New York,HUNTINGTON,11743,03 Days,3
New York,HUNTINGTON STATION,11746,08-14 Days,8
New York,MELVILLE,11747,04-7 Days,2
New York,ISLANDIA,11749,15+ Days,2
New York,KINGS PARK,11754,02 Days,9
New York,KINGS PARK,11754,04-7 Days,2
New York,LAKE GROVE,11755,15+ Days,12
New York,MOUNT SINAI,11766,15+ Days,2
New York,MT SINAI,11766,15+ Days,8
New York,MT SINAI ,11766,08-14 Days,2
New York,NORTHPORT,11768,15+ Days,24
New York,PORT JEFFERSON,11777,15+ Days,2
New York,SAINT JAMES,11780,04-7 Days,3
New York,SAINT JAMES,11780,15+ Days,2
New York,SEAFORD,11783,04-7 Days,2
New York,SEAFORD,11783,08-14 Days,3
New York,SMITHTOWN,11787,04-7 Days,5
New York,SMITHTOWN,11787,15+ Days,16
New York,SYOSSET,11791,15+ Days,6
New York,WEST SAYVILLE,11796,04-7 Days,6
New York,WOODBURY,11797,04-7 Days,6
New York,HICKSVILLE,11801,04-7 Days,2
New York,PLAINVIEW,11803,15+ Days,4
Alberta,MEXICO ,11910,03 Days,4
Alberta,MEXICO ,11910,04-7 Days,10
New York,EAST HAMPTON,11937,04-7 Days,6
New York,EAST MORICHES,11940,02 Days,4
New York,MASTIC,11950,15+ Days,2
New York,MORICHES,11955,15+ Days,3
New York,SOUTHAMPTON,11968,15+ Days,9
New York,WESTHAMPTON,11977,15+ Days,12
New York,AVERILL PARK,12018,03 Days,3
New York,DELMAR,12054,15+ Days,9
New York,CLIFTON PARK,12065,03 Days,2
New York,CLIFTON PARK,12065,15+ Days,9
New York,TROY,12180,15+ Days,6
New York,WATERFORD,12188,08-14 Days,1
New York,ALBANY,12210,08-14 Days,3
New York,LOUDONVILLE,12211,15+ Days,12
New York,SCHENECTADY,12301,04-7 Days,9
New York,KINGSTON,12401,04-7 Days,5
New York,ROXBURY,12474,08-14 Days,2
New York,WOODSTOCK ,12498,02 Days,2
New York,CRARYVILLE,12521,03 Days,3
New York,MILLERTON,12546,02 Days,3
New York,NEW PALTZ,12561,15+ Days,1
New York,PATTERSON,12563,03 Days,3
New York,PATTERSON,12563,04-7 Days,3
New York,RHINEBECK,12572,02 Days,2
New York,POUGHKEEPSIE,12603,02 Days,1
New York,GANSEVOORT,12831,02 Days,2
New York,GANSEVOORT,12831,15+ Days,2
New York,GREENFIELD CENTER,12833,15+ Days,4
New York,HUDSON FALLS,12839,15+ Days,4
New York,PORTER CORNERS,12859,15+ Days,3
New York,EAST SYRACUSE,13057,02 Days,3
New York,FAYETTEVILLE,13066,15+ Days,12
New York,MANLIUS,13104,03 Days,15
New York,MANLIUS,13104,04-7 Days,3
New York,SKANEATELES,13152,08-14 Days,3
New York,SKANEATELES,13152,15+ Days,8
New York,SYRACUSE,13203,08-14 Days,6
New York,SYRACUSE,13203,15+ Days,2
New York,UTICA,13501,15+ Days,3
New York,WATERTOWN,13601,15+ Days,6
New York,VESTAL,13850,15+ Days,4
New York,BINGHAMTON,13903,15+ Days,1
New York,CLARENCE CENTER,14032,03 Days,2
New York,CLARENCE CENTER,14032,15+ Days,5
New York,DERBY,14047,03 Days,3
New York,EAST AMHERST,14051,02 Days,6
New York,EAST AURORA,14052,01 Day,1
New York,EAST AURORA,14052,02 Days,3
New York,EAST AURORA,14052,03 Days,3
New York,LOCKPORT,14094,15+ Days,48
New York,ORCHARD PARK,14127,03 Days,2
New York,WEST FALLS,14170,04-7 Days,6
New York,BUFFALO,14222,02 Days,3
New York,BUFFALO,14222,03 Days,3
New York,MENDON ,14506,04-7 Days,1
New York,ROCHESTER,14607,02 Days,2
New York,ROCHESTER,14607,08-14 Days,6
New York,ROCHESTER,14607,15+ Days,3
New York,ROCHESTER,14617,02 Days,4
New York,ROCHESTER,14617,04-7 Days,4
New York,ROCHESTER,14619,02 Days,3
New York,ITHACA NY,14850,02 Days,9
New York,ITHACA NY,14850,08-14 Days,9
Pennsylvania,BADEN,15005,02 Days,3
Pennsylvania,BELLE VERNON,15012,04-7 Days,3
Pennsylvania,GIBSONIA,15044,04-7 Days,1
Pennsylvania,TARENTUM,15084,02 Days,6
Pennsylvania,WEXFORD,15090,02 Days,19
Pennsylvania,WEXFORD,15090,04-7 Days,4
Pennsylvania,WEXFORD,15090,15+ Days,6
Pennsylvania,ALLISON PARK,15101,15+ Days,4
Pennsylvania,MOON TOWNSHIP,15108,04-7 Days,4
Pennsylvania,SEWICKLEY,15143,08-14 Days,2
Pennsylvania,PITTSBURGH,15201,15+ Days,1
Pennsylvania,PITTSBURGH,15203,02 Days,1
Pennsylvania,PITTSBURGH,15203,04-7 Days,2
Pennsylvania,PITTSBURGH ,15217,04-7 Days,1
Pennsylvania,PITTSBURGH,15219,15+ Days,3
Pennsylvania,PITTSBURGH,15224,03 Days,1
Pennsylvania,PITTSBURGH ,15232,03 Days,3
Pennsylvania,PITTSBURGH,15237,04-7 Days,3
Pennsylvania,PITTSBURGH,15239,15+ Days,4
Pennsylvania,PITTSBURGH,15241,15+ Days,1
Pennsylvania,PITTSBURGH,15243,04-7 Days,2
Pennsylvania,MCMURRAY,15317,04-7 Days,4
Pennsylvania,FINLEYVILLE,15332,04-7 Days,2
Pennsylvania,UNIONTOWN,15401,15+ Days,4
Pennsylvania,GREENSBURG,15601,04-7 Days,3
Pennsylvania,LIGONIER,15658,04-7 Days,3
Pennsylvania,NEW ALEXANDRIA,15670,15+ Days,3
Pennsylvania,NEW STANTON,15672,04-7 Days,3
Pennsylvania,INDIANA,15701,02 Days,6
Pennsylvania,FREEPORT,16229,15+ Days,6
Pennsylvania,FRANKLIN,16323,02 Days,3
Pennsylvania,FRANKLIN,16323,15+ Days,9
Pennsylvania,CARLISLE,17013,15+ Days,5
Pennsylvania,HERSHEY,17033,15+ Days,12
Pennsylvania,WORMLEYSBURG,17043,15+ Days,4
Pennsylvania,MECHANICSBURG,17050,08-14 Days,4
Pennsylvania,PALMYRA,17078,08-14 Days,2
Pennsylvania,PALMYRA,17078,15+ Days,6
Pennsylvania,HARRISBURG,17101,08-14 Days,3
Pennsylvania,GREENCASTLE,17225,04-7 Days,9
Pennsylvania,SHIPPENSBURG,17257,03 Days,1
Pennsylvania,SHIPPENSBURG,17257,08-14 Days,6
Pennsylvania,EAST EARL,17519,15+ Days,6
Pennsylvania,LEOLA,17540,02 Days,1
Pennsylvania,LITITZ,17543,15+ Days,4
Pennsylvania,LANCASTER,17601,02 Days,4
Pennsylvania,DANVILLE,17821,02 Days,2
Pennsylvania,LEWISBURG,17837,04-7 Days,3
Pennsylvania,LEWISBURG,17837,15+ Days,3
Pennsylvania,ALLENTOWN,18103,15+ Days,4
Pennsylvania,EFFORET,18330,02 Days,3
Pennsylvania,EFFORET,18330,04-7 Days,3
Pennsylvania,CLARKS SUMMIT,18411,03 Days,2
Pennsylvania,CLARKS SUMMIT,18411,04-7 Days,6
Pennsylvania,GREENTOWN,18426,15+ Days,2
Pennsylvania,MOSCOW,18444,02 Days,4
Pennsylvania,SCRANTON,18509,15+ Days,2
Pennsylvania,DOYLESTOWN,18901,08-14 Days,4
Pennsylvania,DOYLESTOWN,18901,15+ Days,2
Pennsylvania,DOYLESTOWN,18902,03 Days,2
Pennsylvania,DOYLESTOWN,18902,08-14 Days,2
Pennsylvania,FURLONG,18925,08-14 Days,1
Pennsylvania,NEW HOPE,18938,02 Days,1
Pennsylvania,NEWTOWN,18940,08-14 Days,2
Pennsylvania,PERKASIE,18944,15+ Days,9
Pennsylvania,QUAKERTOWN,18951,04-7 Days,6
Pennsylvania,HOLLAND,18966,08-14 Days,6
Pennsylvania,IVYLAND,18974,15+ Days,4
Pennsylvania,WARMINSTER,18974,08-14 Days,1
Pennsylvania,WARRINGTON,18976,04-7 Days,1
Pennsylvania,AMBLER,19002,08-14 Days,6
Pennsylvania,MAPLE GLEN,19002,04-7 Days,24
Pennsylvania,MAPLE GLEN,19002,08-14 Days,6
Pennsylvania,MAPLE GLEN,19002,15+ Days,3
Pennsylvania,ARDMORE,19003,08-14 Days,1
Pennsylvania,ARDMORE,19003,15+ Days,2
Pennsylvania,BALA CYNWYD,19004,03 Days,2
Pennsylvania,BALA CYNWYD,19004,04-7 Days,6
Pennsylvania,HUNTINGDON VALLEY,19006,15+ Days,4
Pennsylvania,BRYN ATHYN,19009,15+ Days,15
Pennsylvania,BRYN MAWR,19010,03 Days,1
Pennsylvania,BRYN MAWR,19010,04-7 Days,1
Pennsylvania,ROSEMONT,19010,15+ Days,11
Pennsylvania,BENSALEM,19020,15+ Days,10
Pennsylvania,ELKINS PARK,19027,08-14 Days,1
Pennsylvania,GLADWYNE,19035,02 Days,3
Pennsylvania,GLADWYNE,19035,15+ Days,9
Pennsylvania,LANGHORNE,19047,15+ Days,6
Pennsylvania,MEDIA,19063,08-14 Days,2
Pennsylvania,MEDIA,19063,15+ Days,5
Pennsylvania,SPRINGFIELD,19064,15+ Days,9
Pennsylvania,MERION STATION,19066,03 Days,1
Pennsylvania,MERION STATION,19066,04-7 Days,2
Pennsylvania,PHILADELPHIA,19067,03 Days,6
Pennsylvania,NARBERTH,19072,15+ Days,3
Pennsylvania,SWARTHMORE,19081,08-14 Days,15
Pennsylvania,VILLANOVA,19085,15+ Days,6
Pennsylvania,RADNOR,19087,03 Days,2
Pennsylvania,RADNOR,19087,04-7 Days,1
Pennsylvania,WAYNE,19087,08-14 Days,4
Pennsylvania,WAYNE,19087,15+ Days,7
Pennsylvania,WOODLYN,19094,15+ Days,4
Pennsylvania,PHILADELPHIA,19103,02 Days,2
Pennsylvania,PHILADELPHIA,19103,03 Days,1
Pennsylvania,PHILADELPHIA,19103,04-7 Days,4
Pennsylvania,PHILADELPHIA,19103,15+ Days,9
Pennsylvania,PHILADELPHIA,19106,15+ Days,13
Pennsylvania,PHILADELPHIA,19107,08-14 Days,3
Pennsylvania,PHILADELPHIA,19107,15+ Days,1
Pennsylvania,PHILADELPHIA,19116,02 Days,1
Pennsylvania,PHILADELPHIA,19119,02 Days,1
Pennsylvania,PHILADELPHIA,19123,15+ Days,16
Pennsylvania,PHILADELPHIA,19127,15+ Days,7
Pennsylvania,PHILADELPHIA,19129,15+ Days,1
Pennsylvania,PHILADELPHIA,19130,03 Days,2
Pennsylvania,PHILADELPHIA,19130,04-7 Days,2
Pennsylvania,PHILADELPHIA,19130,08-14 Days,5
Pennsylvania,PHILADELPHIA,19130,15+ Days,13
Pennsylvania,PHILADELPHIA,19145,15+ Days,6
Pennsylvania,PHILADELPHIA,19146,03 Days,4
Pennsylvania,PHILADELPHIA,19146,04-7 Days,1
Pennsylvania,PHILADELPHIA,19146,15+ Days,12
Pennsylvania,PHILADELPHIA,19147,15+ Days,13
Pennsylvania,PHILADELPHIA,19148,15+ Days,1
Pennsylvania,BERWYN,19312,04-7 Days,2
Pennsylvania,BERWYN,19312,08-14 Days,2
Pennsylvania,COATESVILLE,19320,08-14 Days,2
Pennsylvania,EXTON,19341,02 Days,1
Pennsylvania,EXTON,19341,04-7 Days,2
Pennsylvania,GLENMOORE,19343,04-7 Days,3
Pennsylvania,KENNETT SQUARE,19348,15+ Days,1
Pennsylvania,LINCOLN UNIVERSITY,19352,15+ Days,2
Pennsylvania,WEST CHESTER,19382,02 Days,3
Pennsylvania,WEST CHESTER,19382,03 Days,5
Pennsylvania,WEST CHESTER,19382,04-7 Days,7
Pennsylvania,WEST CHESTER,19382,15+ Days,4
Pennsylvania,NORRISTOWN,19403,15+ Days,6
Pennsylvania,KING OF PRUSSIA,19406,04-7 Days,9
Pennsylvania,BLUE BELL,19422,08-14 Days,1
Pennsylvania,BLUE BELL,19422,15+ Days,8
Pennsylvania,COLLEGEVILLE,19426,03 Days,1
Pennsylvania,COLLEGEVILLE,19426,15+ Days,1
Pennsylvania,TRAPPE,19426,04-7 Days,2
Pennsylvania,CONSHOHOCKEN,19428,15+ Days,1
Pennsylvania,WEST CONSHOHOCKEN,19428,15+ Days,1
Pennsylvania,HATFIELD,19440,04-7 Days,6
Pennsylvania,LANSDALE,19446,02 Days,5
Pennsylvania,LANSDALE,19446,04-7 Days,3
Pennsylvania,LANSDALE,19446,08-14 Days,2
Pennsylvania,LANSDALE,19446,15+ Days,9
Pennsylvania,NORTH WALES,19454,03 Days,2
Pennsylvania,NORTH WALES,19454,15+ Days,7
Pennsylvania,PHOENIXVILLE,19460,15+ Days,11
Pennsylvania,ROYERSFORD,19468,15+ Days,12
Pennsylvania,SCHWENKSVILLE,19473,02 Days,1
Pennsylvania,SCHWENKSVILLE,19473,15+ Days,2
Pennsylvania,ELVERSON,19520,08-14 Days,6
Pennsylvania,ELVERSON,19520,15+ Days,3
Pennsylvania,KUTZTOWN,19530,15+ Days,1
Pennsylvania,WEST LAWN,19609,02 Days,3
Delaware,NEWARK,19702,15+ Days,3
Delaware,HOCKESSIN,19707,15+ Days,1
Delaware,NEWARK,19711,02 Days,4
Delaware,NEWARK,19711,08-14 Days,10
Delaware,NEWARK,19711,15+ Days,4
Delaware,WILMINGTON,19809,15+ Days,2
Delaware,LEWES,19958,15+ Days,3
Delaware,MILFORD,19963,15+ Days,1
DC,WASHINGTON,20001,03 Days,5
DC,WASHINGTON,20001,08-14 Days,9
DC,WASHINGTON,20001,15+ Days,5
DC,WASHINGTON,20002,03 Days,6
DC,WASHINGTON,20003,02 Days,7
DC,WASHINGTON,20003,03 Days,1
DC,WASHINGTON,20003,04-7 Days,14
DC,WASHINGTON,20003,08-14 Days,4
DC,WASHINGTON,20005,08-14 Days,2
DC,WASHINGTON,20006,02 Days,1
DC,WASHINGTON,20006,15+ Days,3
DC,WASHINGTON DC,20007,08-14 Days,1
DC,WASHINGTON,20008,04-7 Days,6
DC,WASHINGTON,20008,08-14 Days,3
DC,WASHINGTON,20008,15+ Days,2
DC,WASHINGTON,20009,02 Days,1
DC,WASHINGTON,20009,03 Days,7
DC,WASHINGTON,20009,04-7 Days,8
DC,WASHINGTON,20009,08-14 Days,12
DC,WASHINGTON,20009,15+ Days,24
DC,WASHINGTON,20010,02 Days,1
DC,WASHINGTON,20010,03 Days,3
DC,WASHINGTON,20010,15+ Days,3
DC,WASHINGTON,20015,02 Days,2
DC,WASHINGTON,20016,04-7 Days,10
DC,WASHINGTON,20016,08-14 Days,3
DC,WASHINGTON,20016,15+ Days,12
DC,WASHINGTON,20037,08-14 Days,4
Virginia,ALDIE,20105,15+ Days,3
Virginia,MANASSAS,20112,02 Days,1
Virginia,MARSHALL,20115,08-14 Days,6
Virginia,CENTREVILLE,20120,04-7 Days,12
Virginia,CENTREVILLE,20120,08-14 Days,15
Virginia,CENTREVILLE,20120,15+ Days,7
Virginia,CENTREVILLE,20121,04-7 Days,15
Virginia,CLIFTON,20124,15+ Days,3
Virginia,ASBURN,20147,02 Days,3
Virginia,ASHBURN,20148,04-7 Days,2
Virginia,GAINESVILLE,20155,02 Days,4
Virginia,GAINESVILLE,20155,03 Days,4
Virginia,GAINESVILLE,20155,15+ Days,2
Virginia,POTOMAC FALLS,20165,15+ Days,3
Virginia,STERLING,20165,03 Days,3
Virginia,HERNDON,20170,04-7 Days,2
Virginia,HERNDON,20171,15+ Days,17
Virginia,LEESBURG,20175,15+ Days,3
Virginia,LEESBURG,20176,04-7 Days,8
Virginia,LOVETTSVILLE,20180,04-7 Days,3
Virginia,RESTON,20190,04-7 Days,6
Virginia,RESTON,20191,03 Days,3
Virginia,RESTON,20194,04-7 Days,3
Maryland,HOLLYWOOD,20636,03 Days,2
Maryland,BOWIE,20715,04-7 Days,2
Maryland,BOWIE,20720,04-7 Days,3
Maryland,BOWIE,20720,15+ Days,4
Maryland,LAUREL,20723,04-7 Days,6
Maryland,LAUREL,20723,08-14 Days,6
Maryland,LAUREL,20724,04-7 Days,1
Maryland,FULTON,20759,04-7 Days,1
Maryland,FULTON,20759,08-14 Days,9
Unknown,SYDNEY,20760,02 Days,3
Maryland,GREENBELT,20770,08-14 Days,6
Maryland,BETHESDA,20814,15+ Days,6
Maryland,CHEVY CHASE,20815,08-14 Days,6
Maryland,BETHESDA,20816,08-14 Days,6
Maryland,BETHESDA,20817,02 Days,17
Maryland,BETHESDA,20817,03 Days,18
Maryland,BETHESDA,20817,04-7 Days,8
Maryland,BETHESDA,20817,08-14 Days,3
Maryland,BETHESDA,20817,15+ Days,3
Maryland,OLNEY,20832,02 Days,1
Maryland,ROCKVILLE,20850,08-14 Days,6
Maryland,ROCKVILLE,20850,15+ Days,6
Maryland,NORTH BETHESDA,20852,15+ Days,6
Maryland,ROCKVILLE,20852,15+ Days,8
Maryland,ROCKVILLE,20853,08-14 Days,1
Maryland,POTOMAC,20854,08-14 Days,6
Maryland,DERWOOD,20855,08-14 Days,8
Maryland,ASHTON,20861,15+ Days,4
Maryland,GAITHERSBURG,20877,08-14 Days,3
Maryland,NORTH POTOMAC,20878,04-7 Days,4
Maryland,GAITHERSBURG,20882,15+ Days,3
Maryland,KENSINGTON,20895,04-7 Days,3
Maryland,KENSINGTON,20895,15+ Days,3
Maryland,SILVER SPRING,20902,08-14 Days,3
Maryland,SILVER SPRING,20905,04-7 Days,6
Maryland,SILVER SPRING,20910,02 Days,9
Maryland,SILVER SPRING,20910,04-7 Days,3
Maryland,TAKOMA PARK,20912,08-14 Days,1
Maryland,ABINGDON,21009,04-7 Days,2
Maryland,ARNOLD,21012,04-7 Days,2
Maryland,ARNOLD,21012,15+ Days,3
